"title","link","category","starttime","endtime","location","chairs","session_text"
"Public Art Dialogue Student Debt, Real Estate, and the Arts","http://conference.collegeart.org/programs/public-art-dialogue-student-debt-real-estate-and-the-arts/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 3rd Floor, Mercury Ballroom","Juilee Decker, Rochester Institute of Technology, Norie Sato, ­­independent artist","Tom Finkelpearl, New York City Department of Cultural Affairs"
"Northern California Art Historians Old Spaces, New Narratives: Islamic Architecture in the Twentieth and Twenty-First Centuries","http://conference.collegeart.org/programs/northern-california-art-historians-old-spaces-new-narratives-islamic-architecture-in-the-twentieth-and-twenty-first-centuries/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 3rd Floor, Petit Trianon","Jennifer Roberson, Sonoma State University","Abdülhamid and the ʿAlids: Ottoman Patronage of “Shi’i” Shrines in the Cemetery of Bab al-Ṣaghir in Damascus; Stephennie Mulder, University of Texas, Austin; Old Battlefields/New Buildings: Changing Narratives of the Gallipoli Peninsula; Lucienne Marie Thys-Senocak, Koc University; Old Mosques: Destroyed, Lost, and Transformed in Twentieth and Twenty-First-Century India; Catherine Asher, University of Minnesota"
"American Institute for Conservation of Historic and Artistic Works Learning to Look: The Transition from Egg Tempera to Oil Paint in Fifteenth-Century Italy","http://conference.collegeart.org/programs/american-institute-for-conservation-of-historic-and-artistic-works-learning-to-look-the-transition-from-egg-tempera-to-oil-paint-in-fifteenth-century-italy/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"The Metropolitan Museum of Art, Great Hall, 1000 Fifth Avenue","Rebecca Rushfield","Brian Holden Baade, University of Delaware; Kristin Renee d; hetaldi, University of Delaware; Julie Arslanoglu, The Metropolitan Museum of Art"
"Diasporic Asian Art Network Geography of the Imagination: The Island","http://conference.collegeart.org/programs/diasporic-asian-art-network-geography-of-the-imagination-the-island/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Bryant Suite","Margo L. Machida, University of Connecticut; Leila Philip","Toshiko Takaezu: Toward a New Island Modernism; Leila Philip; The Okinawa Trilogy: An Island Landscape and the Traces of War; Osamu James Nakagawa; Unbounded Island Imaginaries: Oceanic Diasporas, Global Flows, and Conceptions of Place; Margo L. Machida, University of Connecticut"
"Historians of German and Central European Art and Architecture Charting Cubism across Central and Eastern Europe","http://conference.collegeart.org/programs/historians-of-german-and-central-european-art-and-architecture-charting-cubism-across-central-and-eastern-europe/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Nassau Suite","Anna Jozefacka, Hunter College, City University of New York; Luise Mahler, Hunter College, City University of New York","Platform for Czech Cubism: The Journal Umělecký měsíčník (Arts Monthly); Vendula Hnidkova, Institute of Art History of the Academy of Sciences, Prague; Latvian Cubists, Table for Six…; Mark Svede, The Ohio State University; Known and Unknown Hungarian Cubists; Gergely Barki, Szépművészeti Múzeum; Discussant: Eva Forgacs, Art Center College of Design"
"Design Studies Forum Design and the Socially Mediated","http://conference.collegeart.org/programs/design-studies-forum-design-and-the-socially-mediated/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Sutton Parlor North","Peter Fine, University of Wyoming","Representing the Algorithmic Mediation of the Social; Zachary Kaiser, Michigan State University; You Are Here and There: A Case Study of Design Shaping a Sense of Place; Jenn Stucker, Bowling Green State University; Spatial Relations: Visualizing Value in 3D Environments; Peter Fine, University of Wyoming"
"National Endowment for the Humanities Pushing the Boundaries: NEH Funding for Global Art History","http://conference.collegeart.org/programs/national-endowment-for-the-humanities-pushing-the-boundaries-neh-funding-for-global-art-history/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Gramercy B","Perry Collins, National Endowment for the Humanities","Michael Carrasco, Florida State University; Mary Downs, National Endowment for the Humanities; Candace Keller, Michigan State University; Stefanie Walker, National Endowment for the Humanities; Elizabeth C. Childs, Washington University in St. Louis"
"Society of Architectural Historians Expanding the Modern Debate: Architects’ Writings in Latin America","http://conference.collegeart.org/programs/society-of-architectural-historians-expanding-the-modern-debate-architects-writings-in-latin-america/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Sutton Parlor South","Luis Castaneda, Syracuse University; Patricio del Real, Museum of Modern Art","Alberto T. Arai and the Formulation of Mexican-ness in Architecture; Catherine Ettinger, Universidad Michoacana de San Nicolás de Hidalgo; Cultural Modernization: Carlos Martinez, the Proa Magazine, and the Manifesto to Transform Bogota into a Modern City; Hugo Mondragón, Pontificia Universidad Católica de Chile; On Niemeyer’s Módulo; Cláudia Costa Cabral, Federal University of Rio Grande do Sul, Brasil; Exception, Circumstance, Conflict, and Contradiction: Francisco Bullrich and Contemporary Architecture; Claudia Shmidt, Universidad Torcuato di Tella"
"Association of Historians of Nineteenth-Century Art Future Directions in Nineteenth-Century Art History","http://conference.collegeart.org/programs/association-of-historians-of-nineteenth-century-art-future-directions-in-nineteenth-century-art-history/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 3rd Floor, Rendezvous Trianon","Bridget Alsdorf, Princeton University","Sighting (Romantic) Politics: Caspar David Friedrich’s View from the Artist’s Studio; Eduardo Ralickas, Université du Québec à Montréal; “Fraternal Exchange”: Polychromy, Pompeii, and Daumier’s Multimedia Art; Erin Duncan-O’Neill, Princeton University; Pierre-Cécile Puvis de Chavannes, Jules Chéret, and the Search for a Decorative, Democratic Harmony; Katherine D. Brion, Kalamazoo College"
"Exhibitor SessionTesting for Quality in Artists Materials: What it Can Mean for the Future of Your Art","http://conference.collegeart.org/programs/testing-for-quality-in-artists-materials-what-it-can-mean-for-the-future-of-your-art/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 3rd Floor, West Ballroom","Sarah Sands, Golden Artist Colors","A discussion around the types of quality testing that artist materi­als undergo but which often go unnoticed or are taken for granted. From lightfastness to flexibility, from adhesion to chemical sensi­tivity, all of these areas of testing can impact and shape the future of your artwork. Do you know what tests your own art materials have undergone? How does one have confidence in how these materials will perform and age? Participants will include Michael Skalka, National Gallery of Art; Robert Gamblin, Gamblin Artist Colors; and Richard Frumess, R&F Handmade Paints."
"Mid America College Art Association Alternative Exhibition","http://conference.collegeart.org/programs/mid-america-college-art-association-alternative-exhibition/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Sutton Parlor Center","Scott Sherer, University of Texas at San Antonio","Mysoon Rizk, University of Toledo; Christie Blizard, University of Texas at San Antonio; Zachary A. Ostrowski; Mark Strandquist"
"Princeton University, Art and Archaeology","http://conference.collegeart.org/programs/princeton-university-art-and-archaeology/","Receptions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 3rd Floor, Grand Ballroom West Foyer",NA,""
"Poster Sessions","http://conference.collegeart.org/programs/poster-sessions-2/","Poster Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,NA,NA,"Poster sessions are informal presentations for small groups displayed on poster boards. The poster display is usually a mixture of a brief narrative paper along with illustrations, tables or graphs, and other presentation materials. With a few concisely written areas of focus, the poster display communicates the essence of the presenter’s research, synthesizing the main ideas and research directions. Poster displays will be on view for the duration of the conference, beginning on Thursday morning. On Thursday and Friday, from 12:30 to 2:00 PM, presenters will be available at the Poster area.; Design for the World and the Locals; Chung Chak, The College of New Jersey; Decoding Disney: Translating Imagineering Tricks into Teaching Strategie; ick Charney, Kansas State University; Take(s) on Feminist Art: Coeducational Adolescents Discuss Artworks in the Elizabeth A. Sackler Center for Feminist Art at the Brooklyn Museu; heri Ehrlich, Columbia University; Millennials: Previews of Coming Attractions; Lisa Evans, University Laboratory High School and University of Illinois at Urbana-Champaign; Tweets, Secret Words, Bingos, and Blogs: Facilitating Engaged Participation in Art History Survey; arie Gasper-Hulvat, Kent State University at Stark; Portable Paris: Successful Testing of an Innovative Digital Pedagogy for Art Histor; ennifer Germann and Lauren O’Connell, Ithaca College; The Emerging Field of Surface Imagin; . J. Herczyk, Philadelphia University; Expanding Studio Culture and Self-Reflection through a Graphical Online Collaborative Too; ora Kim, Wentworth Institute of Technology; and Andrew Marcus, Nuvustudio; Momentum: Women/Art/Technolog; uriel Magenta, Arizona State University; Mapping Modernism: 1950s Routes to New Mexic; arl Schmitz, The Richard Diebenkorn Foundation; Aerial Art in the Space Age; Robert Smithson’s Geographic Imaginarie; eg Studer, City College, City University of New York; A Task Analysis of Drawin; ancy Wood, The Art Institute of Pittsburgh"
"Balancing Act (2): Art, Family and other Distractions","http://conference.collegeart.org/programs/balancing-act-2-art-family-and-other-distractions/","ARTspace",2015-02-13 12:30:00,2015-02-13 14:00:00,NA,NA,"Chair Niku Kashef, California State University, Northridge and Woodbury Universit; o-Chair Micol Hebron, Chapman University; Abstract; This panel continues asking the hard questions and uncomfortable truths that multi-disciplinary artists have to answer in order to find balance when integrating social, studio and solo practices. Join artists, collectives and media-makers to discuss how they take “distractions” into their art practice. Panelists discuss the “how-tos” including: family friendly resources, DIY initiatives, collaborations, alternative curatorial and exhibition options and the support systems they’ve created to thrive in studio practice, public art and academic endeavors.; Panelists; Rachel Epp Buller, Bethel College and Studio 219m; Myrel Chernick, independent artist; Tierney Gearon, independent artist; Seth Kaufman, independent artist, The Knowing Garden; Ellina Kevorkian, independent artist; Jennifer Reeder, University of Illinois at Chicago"
"Pacific Arts Association Business Meeting","http://conference.collegeart.org/programs/pacific-arts-association-business-meeting/","Meetings",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Morgan Suite",NA,""
